,ListingKey,ListingCreationDate,Occupation,BorrowerRate,IncomeRange
83741,EBFA35432143335704FCC8D,2012-03-19 08:07:21.410000000,Executive,0.1845,"$100,000+"
56655,FF7235825699710644A5AE7,2013-06-20 08:38:40.327000000,Professional,0.1639,"$75,000-99,999"
100881,F4163599154531560BD36FB,2013-12-30 03:20:58.493000000,Other,0.194,"$50,000-74,999"
79648,556C35849357740248FFC47,2013-07-17 13:49:00.250000000,Other,0.1979,"$25,000-49,999"
49211,6B3B33652836373989B63A6,2006-07-31 13:02:30.090000000,Administrative Assistant,0.29,Not displayed
13108,F12236021334481402E654C,2014-01-28 17:24:21.890000000,Other,0.197,"$25,000-49,999"
25232,E3D73529063454866019A46,2011-10-20 11:32:24.903000000,Tradesman - Electrician,0.2599,"$75,000-99,999"
78815,9889357019258312539C767,2013-02-11 18:46:09.133000000,Teacher,0.1419,"$25,000-49,999"
40925,DCAE35128893616940C6637,2011-04-13 11:14:16.447000000,Other,0.3199,Not employed
111398,2C98343215788259207ED7C,2008-09-14 17:58:22.397000000,Other,0.35,"$1-24,999"
34761,D75E349071073368317BE55,2010-07-29 00:52:26.370000000,Other,0.35,"$25,000-49,999"
28440,83A13552257228884B072FA,2012-07-10 08:08:31.943000000,Police Officer/Correction Officer,0.2085,"$100,000+"
46682,5A9D3592538093817186EAB,2013-11-02 15:15:21.393000000,Other,0.155,"$50,000-74,999"
14293,D8173366297120130E0111F,2006-07-19 17:13:55.237000000,Computer Programmer,0.154,Not displayed
87961,5FFB35778390022708DC4FC,2013-05-05 11:37:22.930000000,Teacher,0.1049,"$75,000-99,999"
16405,1359358025720547191E1BE,2013-06-10 20:53:13.490000000,Student - College Graduate Student,0.2272,"$1-24,999"
7526,9E37354479291419520A4EE,2012-04-26 13:24:39.750000000,Computer Programmer,0.127,"$100,000+"
54222,3D113602791795758C56F07,2014-02-26 16:29:20.507000000,Executive,0.1199,"$100,000+"
47398,D2A634294026923476A0185,2008-09-02 09:37:09.770000000,Food Service,0.31,"$1-24,999"
80793,554E35655400377823952EF,2012-12-04 10:21:39.057000000,Other,0.2692,"$50,000-74,999"
110674,2B2136005748962271B1BEE,2014-01-15 07:27:17.873000000,Other,0.1099,"$25,000-49,999"
57728,71EF35539216073434964F0,2012-07-26 11:12:09.493000000,Analyst,0.3177,"$25,000-49,999"
25679,2E37360353556681529D450,2014-02-21 14:23:31.807000000,Truck Driver,0.285,"$50,000-74,999"
38860,B27F36037238737465A2CFE,2014-02-28 10:34:43.843000000,Professional,0.1605,"$50,000-74,999"
35581,491B3580937198515CD19C6,2013-06-22 07:02:56.107000000,Food Service Management,0.1219,"$25,000-49,999"
22578,2A1234769052208011FC260,2010-02-11 19:33:46.233000000,Other,0.245,"$25,000-49,999"
103777,E3E63549345168782D06749,2012-06-01 13:34:27.967000000,Scientist,0.0749,"$50,000-74,999"
103200,422C3552003604458523BB1,2012-07-07 12:29:35.687000000,Other,0.1085,"$75,000-99,999"
89399,522A3575394670114978014,2013-04-03 16:21:10.187000000,Clerical,0.2124,"$25,000-49,999"
10969,D446358186967257285C131,2013-06-20 12:40:20.847000000,Administrative Assistant,0.3134,"$1-24,999"
14607,C119354291959741165451E,2012-04-02 18:28:26.110000000,Sales - Commission,0.1449,"$75,000-99,999"
46809,FBB43590312364219D59E22,2013-09-16 17:53:09.113000000,Clerical,0.2849,"$25,000-49,999"
29275,6393352880577600554494A,2011-10-17 14:01:54.907000000,Computer Programmer,0.111,"$100,000+"
787,31D03572218562445845254,2013-02-26 05:47:39.980000000,Other,0.2579,"$50,000-74,999"
52871,0AE93583991409504D7BD8F,2013-07-23 10:45:46.733000000,Other,0.2159,"$25,000-49,999"
7920,6C7A3571223117476B71377,2013-02-21 14:55:29.867000000,Skilled Labor,0.1034,"$50,000-74,999"
53272,E23D35674146088298D1D4F,2013-01-06 16:54:28.037000000,Medical Technician,0.2827,"$50,000-74,999"
32916,319135924006205083E6A36,2013-10-23 18:40:51.863000000,Professional,0.162,"$25,000-49,999"
70524,329E3596649476329BEDF0F,2013-11-29 13:59:10.473000000,Clerical,0.2474,"$25,000-49,999"
90519,815B3560565032089AAAB31,2012-10-09 19:22:51.637000000,Sales - Commission,0.3177,"$25,000-49,999"
12692,5DB23503994959327DD78A4,2010-12-28 17:30:04.997000000,Analyst,0.149,"$50,000-74,999"
41577,F2C334131165446325AC3F0,2008-02-13 18:10:13.740000000,Other,0.1345,"$25,000-49,999"
44491,DC6135122713555620A2BBC,2011-03-30 00:36:43.243000000,Skilled Labor,0.1899,"$50,000-74,999"
53802,4E65359073149329329B83B,2013-09-23 13:55:18.057000000,Skilled Labor,0.2379,"$25,000-49,999"
89795,BB583533926267824FFBADA,2011-12-23 08:39:49.093000000,Teacher,0.1621,"$50,000-74,999"
26902,45913597685742470EC6A8E,2013-12-20 07:25:03.423000000,Engineer - Mechanical,0.1099,"$100,000+"
75006,71E93507016027140968838,2011-02-08 10:16:23.747000000,Realtor,0.1749,"$25,000-49,999"
54654,3CC635925342791158B15E8,2013-10-16 13:46:32.727000000,Other,0.195,"$100,000+"
98250,25F933834497582021F5C89,2007-03-09 15:10:04.343000000,Professional,0.1175,Not displayed
100969,BACB35656632109878087EF,2012-12-21 15:57:38.873000000,Nurse's Aide,0.2489,"$25,000-49,999"
36542,DA4135800227080334DDE2A,2013-06-04 19:14:45.957000000,Other,0.2179,"$50,000-74,999"
93178,27D63554615296911BB2D9B,2012-08-06 07:06:52.273000000,Medical Technician,0.2909,"$50,000-74,999"
2425,04883515695631801223325,2011-05-07 15:09:45.183000000,Accountant/CPA,0.111,"$50,000-74,999"
36166,ECFF3396847688334CC8FAB,2007-08-09 17:29:52.427000000,Other,0.1435,"$1-24,999"
44045,BEA635239618896479B169A,2011-08-15 15:42:56.420000000,Professional,0.2699,"$25,000-49,999"
22924,95EE3588766906521C423F1,2013-09-01 08:31:01.150000000,Other,0.0869,"$25,000-49,999"
27519,928F359065144690683BCC7,2013-09-19 14:01:41.437000000,Sales - Commission,0.2379,"$50,000-74,999"
26197,07D034263338518615BF7D6,2008-07-16 06:01:22.783000000,Sales - Commission,0.15,"$25,000-49,999"
7499,688B3510805170006C9528C,2011-03-22 13:35:03.927000000,Nurse (RN),0.0829,"$50,000-74,999"
61393,78743387326688949732E75,2007-04-15 17:06:08.490000000,Other,0.1595,"$50,000-74,999"
111113,C6B93566118164779E87125,2012-12-27 08:13:35.637000000,Tradesman - Mechanic,0.2557,"$75,000-99,999"
113736,E24C3364576695236469354,2006-08-07 22:30:17.090000000,Executive,0.1547,Not displayed
106854,8AF4340869095140565A86A,2007-12-13 17:03:49.263000000,Other,0.13,$0
6000,11293600310158771D5B84C,2014-01-27 07:40:58.817000000,Sales - Commission,0.1139,"$75,000-99,999"
55984,BB9934180620828570671B6,2008-04-03 17:52:57.873000000,Other,0.265,"$25,000-49,999"
56419,20A03424095548702066946,2008-06-25 09:41:07.157000000,Analyst,0.1105,"$100,000+"
76200,F86334196762456177535B5,2008-05-05 23:25:32.030000000,Sales - Retail,0.199,"$1-24,999"
3702,77143411190366585D30768,2008-01-29 23:39:54.120000000,Administrative Assistant,0.1075,"$25,000-49,999"
32267,C1BB3580512952301AD7D99,2013-06-06 08:12:08.667000000,Retail Management,0.1769,"$50,000-74,999"
42061,B7D53556683936604B6F522,2012-08-31 08:26:10.483000000,Professional,0.3177,"$100,000+"
34724,6D11341870772270020DC8D,2008-04-08 09:12:19.947000000,Construction,0.077,"$75,000-99,999"
81018,CC533407468969737275FD3,2007-12-18 10:46:03.037000000,Clerical,0.29,"$1-24,999"
478,00F03431208123240323492,2008-08-31 09:20:06.190000000,Teacher,0.1775,"$75,000-99,999"
89171,24CB3595447313498BC8CE4,2013-11-24 07:24:44.257000000,Teacher,0.1795,"$50,000-74,999"
76676,4FFB3603319110827EA9941,2014-02-19 16:21:44.370000000,Professional,0.1465,"$75,000-99,999"
39697,8C6C3595896505487BB3456,2013-12-07 13:51:32.650000000,Other,0.1795,"$50,000-74,999"
91353,559335156063952064381FD,2011-05-21 18:53:19.633000000,Executive,0.2199,"$75,000-99,999"
106183,89DA3508277264616CE30FA,2011-02-28 21:48:12.523000000,Skilled Labor,0.3199,"$25,000-49,999"
56451,856E3420883691568DDAD04,2008-05-16 08:50:02.250000000,Other,0.11,"$25,000-49,999"
85924,EB693587215933427DDCF28,2013-08-16 05:21:19.190000000,Executive,0.0974,"$100,000+"
73112,EBD53530695688379271415,2011-11-09 14:01:35.513000000,Professional,0.2049,"$100,000+"
11909,0E46360057731956478F0C6,2014-01-25 20:23:20.787000000,Professional,0.1119,"$100,000+"
47067,DFC93586999153861A74D80,2013-08-08 08:54:46.760000000,Teacher,0.2859,"$50,000-74,999"
67144,76303528554327829B622E2,2011-10-09 15:02:30.743000000,Retail Management,0.3199,"$25,000-49,999"
83769,CBB7355498735637628690A,2012-08-15 23:53:45.690000000,Other,0.1619,"$75,000-99,999"
62540,915134277398029597ED52E,2008-07-31 06:15:36.863000000,Social Worker,0.17,"$50,000-74,999"
66236,CCF53371735876503C68D41,2006-10-17 04:20:29.493000000,Clerical,0.11,Not displayed
12863,06073413725290162BA9CF7,2008-03-02 14:53:13.837000000,Tradesman - Mechanic,0.155,"$25,000-49,999"
90853,23DE35096248313450BC61F,2011-03-14 08:46:20.053000000,Analyst,0.2399,"$75,000-99,999"
9450,A6523559420863826E5374C,2012-09-28 13:26:16.937000000,Professional,0.0749,"$100,000+"
55459,97DA3544925652664D4D491,2012-04-06 12:22:59.510000000,Other,0.1845,"$25,000-49,999"
29953,6B303476574141755499EFE,2010-02-24 12:18:02.890000000,Engineer - Mechanical,0.092,"$100,000+"
26485,BDBC360220646942528E418,2014-02-21 11:19:35.970000000,Accountant/CPA,0.1655,"$25,000-49,999"
111886,CD0035966192589192FE77E,2013-12-09 07:23:47.093000000,Professional,0.1465,"$100,000+"
67212,B6C73419791641187D8D108,2008-05-14 11:57:44.710000000,Other,0.27,"$50,000-74,999"
35839,B28D34162007362095F61DE,2008-03-21 17:21:29.630000000,Professional,0.22,"$25,000-49,999"
22284,BD9C3573505664046B94CFF,2013-03-21 15:21:42.750000000,Other,0.2419,"$50,000-74,999"
87379,F1983558605444331CCA4EA,2012-09-12 15:17:43.913000000,Other,0.2969,"$25,000-49,999"
7341,0A4B3574634231663DBF452,2013-04-01 17:45:56.170000000,Chemist,0.2124,"$75,000-99,999"
107115,64D93597437355206FAD9C4,2013-12-08 07:23:06.020000000,Other,0.1435,"$100,000+"
8011,A4813545603972468E88E4D,2012-05-01 12:42:05.733000000,Sales - Commission,0.2085,"$75,000-99,999"
46285,51BF3571019328398AF8006,2013-02-07 17:29:05.573000000,Administrative Assistant,0.2346,"$25,000-49,999"
27024,817B340197891150204A835,2007-10-17 20:05:17.787000000,Professional,0.17,"$50,000-74,999"
87299,22D33556537223464F1CB2D,2012-08-28 20:12:23.407000000,Other,0.3177,"$1-24,999"
8386,3EB83547989997763082AF0,2012-05-21 18:07:26.533000000,Accountant/CPA,0.3177,"$25,000-49,999"
1869,03EF3595279691784A6473B,2013-12-05 10:22:41.287000000,Engineer - Chemical,0.1099,"$75,000-99,999"
99036,26E23365035080377472E90,2006-05-31 21:02:41.683000000,,0.22,Not displayed
27556,795C3557502604892F99561,2012-09-20 08:14:34.233000000,Construction,0.3177,"$50,000-74,999"
2848,0D3035907797076695C5F29,2013-10-12 13:26:56.560000000,Attorney,0.2849,"$25,000-49,999"
112939,E75835581548631529B134D,2012-09-18 12:16:06.597000000,Civil Service,0.2867,"$75,000-99,999"
44806,5B753578798308329D29FFD,2013-05-09 10:45:20.667000000,Skilled Labor,0.1699,"$50,000-74,999"
111856,D4C836006788818346A451F,2014-01-30 06:51:29.633000000,Teacher,0.1465,"$50,000-74,999"
55816,19E03537676076388ED167D,2012-01-14 17:27:32.197000000,Retail Management,0.2737,"$25,000-49,999"
13857,9A933551480652304E17A50,2012-07-07 14:52:15.073000000,Professional,0.2489,"$25,000-49,999"
13621,7AB635272502704508FBE06,2011-09-25 08:38:10.323000000,Accountant/CPA,0.1656,"$25,000-49,999"
40871,4E9C33668490650614B6499,2006-08-16 16:25:36.007000000,Professional,0.29,Not displayed
26527,9EEF360166232501772261E,2014-02-11 16:37:38.500000000,Teacher,0.099,"$100,000+"
8165,A53A3404782732485A9FCC4,2007-11-13 20:48:02.133000000,Other,0.1648,$0
51496,B4543549399462600714115,2012-06-08 18:00:45.313000000,Sales - Commission,0.2958,"$75,000-99,999"
53422,436F35608047293257D4BD2,2012-11-01 06:58:10.370000000,Laborer,0.2199,"$75,000-99,999"
103299,8664355803919213126D879,2012-09-25 12:53:01.733000000,Other,0.2324,"$1-24,999"
60288,DA8C351463179719978B976,2011-05-01 15:47:46.623000000,Retail Management,0.2499,"$50,000-74,999"
14640,A6EE3482770034803A28323,2010-05-13 07:11:20.063000000,Other,0.092,"$50,000-74,999"
12860,05FE3420563710567AC2B40,2008-05-06 23:12:33.457000000,Student - College Sophomore,0.19,"$1-24,999"
26269,A0C63538609486724D8D38D,2012-02-02 06:40:10.170000000,Other,0.1845,Not employed
104029,63FF3583980367117569A25,2013-07-20 13:05:03.273000000,Other,0.1699,"$50,000-74,999"
40918,DA98354028280345084CD81,2012-02-23 19:36:38.520000000,Professional,0.1874,"$75,000-99,999"
46915,9D313574450383406D82F4F,2013-04-03 14:37:36.227000000,Other,0.1984,"$100,000+"
14629,F54D35422647787200959FC,2012-03-16 15:34:14.110000000,Analyst,0.0649,"$25,000-49,999"
46253,B61E3548597780332ABFC2C,2012-05-28 18:27:48.987000000,Retail Management,0.3177,"$25,000-49,999"
110536,A49535900877966581DB9DA,2013-10-03 06:54:47.290000000,Other,0.2629,"$25,000-49,999"
52096,ED8B3416107326804DC7B86,2008-03-09 11:35:56.487000000,Other,0.16,"$25,000-49,999"
46697,33243489735201592502260,2010-07-23 15:36:57.547000000,Skilled Labor,0.05,"$50,000-74,999"
99818,2550355578099035094E3D7,2012-08-21 08:24:35.317000000,Sales - Commission,0.3177,"$100,000+"
96896,FFFB360043034589040DB37,2014-01-10 10:01:16.083000000,Executive,0.1765,"$50,000-74,999"
97603,FBA734249448258992528F1,2008-06-27 21:24:10.490000000,Other,0.147,"$1-24,999"
39220,10C73585561561364639EA9,2013-07-29 14:19:39.857000000,Engineer - Mechanical,0.1699,"$100,000+"
113769,DE4C35848475602944EFA18,2013-07-26 13:09:07.967000000,Analyst,0.2786,"$75,000-99,999"
26874,458333839848395690F7CD7,2007-03-10 14:02:42.480000000,Teacher,0.21,"$25,000-49,999"
5032,07393572605213129147F1D,2013-03-11 07:38:57.690000000,Professional,0.3032,"$50,000-74,999"
98389,960C3376327278415AF2E04,2006-12-11 11:44:59.980000000,Fireman,0.1514,Not displayed
83048,597B35442295505621B5F0B,2012-04-02 18:29:14.037000000,Sales - Commission,0.2287,"$25,000-49,999"
22141,047D3558384901704721418,2012-09-24 10:30:17.353000000,Teacher,0.2684,"$25,000-49,999"
107229,719F3579304703802E3CF8B,2013-05-24 06:33:34.247000000,Professional,0.1774,"$50,000-74,999"
30276,7031342248445210291EE75,2008-06-04 12:23:39,Retail Management,0.17,"$50,000-74,999"
32483,C11C35385261094997E92D8,2012-02-02 08:29:58.907000000,Social Worker,0.0649,"$25,000-49,999"
53142,5BDB3389543070116A1CD4A,2007-05-07 09:35:32.073000000,Other,0.1345,"$25,000-49,999"
89246,AAD83592582648698EB6BD2,2013-10-24 16:55:58.623000000,Other,0.2699,"$25,000-49,999"
4796,94673567875266690372B7E,2013-01-10 09:12:13.803000000,Other,0.1656,"$75,000-99,999"
113312,DC973590084776598A9F3CA,2013-09-17 09:14:44.577000000,Professional,0.2699,"$25,000-49,999"
106040,859934205781407922DDE18,2008-05-20 18:31:50.773000000,Military Enlisted,0.155,"$1-24,999"
4308,9D4E35983696252280835A8,2013-12-19 17:46:33.793000000,Other,0.1189,"$50,000-74,999"
4542,7C843379831470602983BEB,2007-01-30 15:20:42.680000000,Postal Service,0.175,Not displayed
4374,98603427802520946B7BC9A,2008-08-11 13:01:17.560000000,Accountant/CPA,0.2334,"$50,000-74,999"
18715,683E3566389026992EF1478,2013-01-02 19:00:10.353000000,Other,0.2259,"$50,000-74,999"
4451,A02E34169641401221BE64D,2008-03-29 17:49:57.860000000,Other,0.124,"$25,000-49,999"
8930,35C436023690293207E9849,2014-02-16 20:29:11.327000000,Social Worker,0.1099,"$75,000-99,999"
39326,770435950463994666247A8,2013-11-26 10:27:26.077000000,Other,0.215,"$50,000-74,999"
59948,235036038868676324B63F4,2014-02-21 11:50:47.007000000,Other,0.0879,"$100,000+"
15913,108A3474446020218F3BF3A,2010-02-05 04:28:36.553000000,Social Worker,0.29,"$50,000-74,999"
37554,509735758929699693024F1,2013-04-24 14:43:44.160000000,Other,0.2809,"$50,000-74,999"
75317,C46335819517912001F55FC,2013-06-27 09:24:44.077000000,Accountant/CPA,0.2179,"$75,000-99,999"
101986,D3B93390755546188E90080,2007-06-08 23:29:47.883000000,Administrative Assistant,0.0902,"$1-24,999"
319,30D334984031125411BD72C,2010-11-06 04:45:12.620000000,Executive,0.275,"$100,000+"
109650,81A53383395914650992F07,2007-02-27 15:49:58.743000000,Analyst,0.18,"$75,000-99,999"
46448,4DDE3575550977376F0FA9F,2013-03-29 14:36:22.173000000,Other,0.1299,"$50,000-74,999"
97950,24083555013796232CE6E47,2012-08-18 19:52:26.057000000,Professional,0.3177,"$25,000-49,999"
19557,65353429777184754121CB7,2008-09-02 22:00:22.397000000,Other,0.35,"$25,000-49,999"
61005,1E7C35672009231605BBE75,2012-12-31 10:53:23.037000000,Other,0.1421,"$50,000-74,999"
84553,6DAB355690975796024DE5E,2012-08-30 07:00:37.937000000,Sales - Retail,0.1033,"$100,000+"
86424,E3693486263625336D075E0,2010-06-14 19:32:51.080000000,Retail Management,0.275,"$25,000-49,999"
33087,84F0346699226095176E7A6,2009-11-09 22:55:44.707000000,Engineer - Mechanical,0.2704,"$75,000-99,999"
6782,44183544947565520E11690,2012-05-02 10:44:53.667000000,Administrative Assistant,0.261,"$25,000-49,999"
88771,B9743376233076636C00F05,2006-12-14 21:33:27.050000000,Clerical,0.2895,Not displayed
72142,E97534132326479528CE21E,2008-02-12 13:12:51.467000000,Other,0.14,"$25,000-49,999"
21529,1825353788674915156BCA1,2012-02-02 22:05:32.607000000,Teacher,0.2449,"$25,000-49,999"
82767,36BF3594138428762EFA12A,2013-10-31 10:34:11.183000000,Professional,0.184,"$25,000-49,999"
107544,8FAA35604427793672A958D,2012-10-18 13:27:28.983000000,Sales - Commission,0.2624,"$100,000+"
71053,8A9834254326280214BD742,2008-07-09 12:16:29.343000000,Food Service Management,0.2585,"$100,000+"
91935,B2CE35808475838333F149E,2013-06-08 11:39:44.883000000,Computer Programmer,0.1269,"$75,000-99,999"
17427,B3FD336939734208177C1D8,2006-09-23 11:32:29.773000000,,0.19,Not displayed
52828,1DCE359225055275103F6E5,2013-10-17 11:59:41.270000000,Executive,0.0766,"$100,000+"
18447,D6AD352975494213512A59A,2011-10-17 08:54:51.577000000,Professional,0.2599,"$50,000-74,999"
79644,722D34147673959708AEAA8,2008-02-27 12:48:16.990000000,Professional,0.124,"$50,000-74,999"
9367,9B843578850146682F1838D,2013-05-28 11:19:17.640000000,Postal Service,0.2786,"$50,000-74,999"
38929,48B73564097381878DB6046,2012-12-02 09:31:59.550000000,Analyst,0.1034,"$100,000+"
66637,38CA3598368222178890627,2014-01-07 10:02:13.403000000,Clerical,0.1765,"$50,000-74,999"
16847,E199347985504830109E957,2010-04-02 07:28:26.063000000,Administrative Assistant,0.2625,"$25,000-49,999"
6047,4E5B35934205542306E233F,2013-11-10 18:41:12.500000000,Other,0.0605,"$25,000-49,999"
101741,28B23541546541959F4F050,2012-03-23 07:59:16.020000000,Sales - Retail,0.2287,"$1-24,999"
30538,2E4D3423853514874322E27,2008-06-19 12:52:48.893000000,Other,0.1651,"$25,000-49,999"
69090,72133572486863875D37FE0,2013-03-04 19:24:36.863000000,Other,0.1219,"$25,000-49,999"
39381,7DB43594496275902C91ECE,2013-11-08 06:16:27.630000000,Skilled Labor,0.1485,"$25,000-49,999"
33374,AF3435998155280590EEB09,2014-01-13 12:35:02.697000000,Landscaping,0.1139,"$100,000+"
43327,32E5340764226649741A4F1,2007-12-07 13:57:53.653000000,Student - College Graduate Student,0.1288,"$1-24,999"
103488,86CD3478166146516FE4A4B,2010-03-03 11:39:56.257000000,Clerical,0.35,"$25,000-49,999"
65434,1E663414837147309D0F8B2,2008-03-11 12:49:36.573000000,Computer Programmer,0.11,"$50,000-74,999"
55970,974E35531506739303EC804,2012-07-19 05:11:26.050000000,Professional,0.1385,"$25,000-49,999"
978,484A3596809367222AF7C53,2013-12-03 11:00:14.063000000,Other,0.201,"$75,000-99,999"
108507,E97F355913098563322EBA9,2012-10-01 13:35:05.410000000,Professional,0.1774,"$50,000-74,999"
69401,61263421162960836248D15,2008-05-23 08:02:12.737000000,Other,0.2,"$25,000-49,999"
64246,8EDA3539887090345E74844,2012-02-08 18:07:17.223000000,Administrative Assistant,0.0899,"$50,000-74,999"
94358,22483375779068549B0B108,2006-12-15 13:47:16.950000000,Accountant/CPA,0.29,Not displayed
48967,1B1D3589497183291096771,2013-09-26 07:47:45.870000000,Other,0.2925,"$75,000-99,999"
110737,61A43601783848605D8C081,2014-02-13 07:19:07.307000000,Other,0.1765,"$100,000+"
111312,BB4636032970965912C9025,2014-02-26 18:16:18.680000000,Teacher,0.1715,"$25,000-49,999"
111215,C8BA3585716140497051CFA,2013-08-09 19:08:23.550000000,Professional,0.0924,"$100,000+"
53472,94733599140710458254912,2014-01-11 12:34:21.903000000,Sales - Commission,0.14,"$100,000+"
78897,35093596964436559BF265F,2013-12-06 18:41:05.813000000,Other,0.15,"$25,000-49,999"
77521,471833757759287137FD4AE,2006-12-16 19:48:20.117000000,Other,0.24,Not displayed
71998,09B7339416738682861459D,2007-07-13 18:36:32.693000000,Food Service Management,0.18,"$25,000-49,999"
81597,D01735804705532725E9C17,2013-05-31 11:23:25.500000000,Other,0.1819,"$100,000+"
83784,1FA33530385849276944FFC,2011-11-07 20:06:23.580000000,Other,0.2599,Not employed
